OrderID,ProductID,UnitPrice,Quantity,Discount
11331,10,24.02,39,0.15
11332,13,52.5,36,0.1
11332,25,102.77,18,0.0
11332,75,9.19,12,0.25
11332,16,95.15,1,0.0
11332,74,32.54,33,0.15
11333,31,38.95,33,0.15
11333,20,117.05,37,0.15
11334,69,78.48,9,0.2
11334,4,92.55,21,0.1
11334,39,107.46,40,0.25
11334,6,22.0,17,0.25
11334,17,102.38,27,0.1
11335,2,88.95,23,0.15
11335,65,67.59,13,0.0
11335,53,91.15,14,0.25
11336,10,24.02,27,0.05
11336,28,104.38,29,0.05
11337,41,106.55,33,0.25
11337,9,39.18,33,0.2
11337,72,83.44,2,0.15
11337,48,28.3,4,0.25
11338,66,117.42,20,0.15
11338,24,22.74,33,0.0
11338,34,47.7,13,0.25
11338,76,77.31,39,0.15
11339,28,104.38,12,0.25
11339,37,79.75,18,0.1
11340,36,105.7,24,0.15
11341,40,43.83,29,0.25
11342,63,85.64,31,0.05
11342,45,90.19,30,0.25
11342,60,71.49,5,0.1
11342,22,38.34,23,0.15
11342,14,105.59,39,0.05
11343,37,79.75,33,0.1
11344,12,89.54,10,0.05
11344,34,47.7,8,0.0
11344,61,107.37,10,0.0
11345,30,33.41,1,0.25
11345,28,104.38,34,0.0
11346,67,106.26,18,0.05
11347,38,106.26,19,0.2
11348,8,94.05,12,0.0
11348,28,104.38,3,0.15
11348,17,102.38,32,0.2
11349,9,39.18,31,0.1
11349,57,54.9,34,0.25
11349,55,6.73,14,0.15
11349,68,114.35,3,0.15
11349,40,43.83,12,0.0
11350,25,102.77,22,0.15
11350,77,72.37,26,0.25
11350,72,83.44,18,0.2
11351,16,95.15,27,0.1
11351,75,9.19,23,0.25
11351,1,52.08,6,0.25
11351,21,79.15,21,0.15
11351,53,91.15,17,0.0
11352,63,85.64,32,0.0
11352,50,72.69,14,0.15
11353,31,38.95,29,0.0
11353,12,89.54,38,0.05
11354,60,71.49,13,0.1
11354,45,90.19,27,0.1
11354,51,41.53,23,0.0
11355,64,47.33,20,0.2
11355,5,16.93,5,0.1
11355,19,75.57,28,0.25
11355,39,107.46,17,0.25
11355,15,92.23,35,0.25
11356,20,117.05,11,0.15
11357,39,107.46,37,0.2
11357,76,77.31,23,0.2
11357,70,50.15,19,0.0
11357,11,52.47,21,0.0
11357,34,47.7,17,0.0
11358,37,79.75,34,0.2
11358,76,77.31,6,0.05
11358,58,31.83,23,0.2
11359,30,33.41,21,0.25
11359,38,106.26,9,0.05
11360,67,106.26,4,0.15
11360,15,92.23,37,0.25
11360,56,112.08,27,0.05
11360,50,72.69,10,0.05
11360,48,28.3,33,0.05
11361,38,106.26,3,0.2
11361,28,104.38,19,0.15
11361,3,105.47,26,0.25
11361,43,44.88,15,0.05
11361,76,77.31,3,0.1
11362,30,33.41,2,0.05
11362,62,72.54,37,0.15
11362,11,52.47,5,0.15
11362,43,44.88,15,0.2
11362,2,88.95,19,0.15
11363,39,107.46,28,0.15
11364,56,112.08,29,0.2
11364,45,90.19,20,0.05
11365,61,107.37,27,0.2
11365,65,67.59,13,0.1
11365,59,14.59,19,0.2
11365,68,114.35,26,0.05
11365,67,106.26,32,0.15
11366,46,115.82,5,0.0
11366,21,79.15,32,0.05
11367,46,115.82,21,0.15
11367,30,33.41,39,0.05
11367,35,47.29,19,0.2
11367,17,102.38,16,0.25
11368,33,6.44,14,0.15
11368,31,38.95,22,0.0
11368,40,43.83,30,0.1
11368,30,33.41,30,0.0
11368,45,90.19,32,0.1
11369,1,52.08,27,0.15
11369,74,32.54,24,0.05
11369,3,105.47,11,0.1
11369,52,104.83,7,0.25
11370,50,72.69,11,0.25
11371,31,38.95,7,0.2
11371,61,107.37,14,0.0
11371,67,106.26,24,0.0
11371,72,83.44,1,0.25
11371,70,50.15,32,0.05
11372,52,104.83,8,0.05
11372,13,52.5,15,0.1
11372,33,6.44,34,0.05
11372,22,38.34,27,0.2
11373,13,52.5,2,0.2
11374,61,107.37,5,0.2
11374,10,24.02,5,0.25
11375,71,101.11,4,0.05
11375,39,107.46,3,0.0
11376,6,22.0,2,0.05
11376,8,94.05,18,0.05
11376,61,107.37,23,0.25
11376,51,41.53,36,0.25
11377,17,102.38,7,0.2
11377,21,79.15,19,0.1
11378,59,14.59,5,0.2
11378,24,22.74,1,0.05
11378,10,24.02,24,0.1
11378,57,54.9,19,0.2
11379,1,52.08,40,0.05
11379,34,47.7,17,0.2
11379,68,114.35,15,0.0
11380,51,41.53,27,0.0
11380,6,22.0,31,0.0
11380,54,76.49,18,0.05
11380,3,105.47,18,0.25
11380,67,106.26,12,0.0
11381,48,28.3,8,0.1
11381,49,16.19,6,0.25
11381,10,24.02,37,0.0
11381,50,72.69,23,0.25
11382,31,38.95,38,0.05
11382,33,6.44,14,0.0
11382,74,32.54,7,0.1
11382,61,107.37,14,0.2
11382,9,39.18,23,0.1
11383,33,6.44,4,0.2
11383,40,43.83,25,0.1
11384,18,48.96,36,0.15
11384,4,92.55,23,0.05
11385,51,41.53,35,0.2
11385,60,71.49,35,0.25
11385,55,6.73,20,0.1
11386,65,67.59,8,0.05
11386,30,33.41,19,0.2
11387,64,47.33,20,0.05
11387,53,91.15,26,0.15
11387,50,72.69,7,0.15
11387,71,101.11,24,0.2
11388,75,9.19,33,0.1
11388,38,106.26,25,0.05
11388,8,94.05,39,0.05
11389,63,85.64,11,0.15
11389,34,47.7,27,0.05
11389,30,33.41,36,0.2
11389,40,43.83,12,0.2
11389,65,67.59,25,0.05
11390,20,117.05,7,0.15
11390,1,52.08,14,0.1
11390,45,90.19,19,0.0
11391,19,75.57,27,0.0
11391,55,6.73,1,0.1
11391,61,107.37,11,0.0
11392,64,47.33,37,0.15
11392,6,22.0,16,0.2
11392,55,6.73,35,0.15
11392,26,110.61,1,0.25
11393,16,95.15,39,0.1
11393,22,38.34,21,0.25
11394,43,44.88,22,0.2
11394,75,9.19,11,0.1
11395,37,79.75,16,0.15
11395,36,105.7,37,0.2
11395,12,89.54,2,0.2
11396,40,43.83,8,0.25
11396,75,9.19,31,0.0
11396,77,72.37,29,0.0
11396,38,106.26,33,0.05
11397,13,52.5,23,0.15
11397,76,77.31,19,0.0
11397,77,72.37,20,0.25
11397,9,39.18,13,0.15
11397,33,6.44,19,0.25
11398,69,78.48,13,0.1
11399,46,115.82,22,0.05
11399,45,90.19,7,0.0
11399,64,47.33,10,0.25
11399,30,33.41,21,0.0
11400,11,52.47,24,0.1
11401,65,67.59,8,0.15
11401,73,84.89,4,0.2
11402,36,105.7,3,0.15
11402,30,33.41,13,0.25
11402,1,52.08,25,0.25
11403,52,104.83,37,0.15
11403,77,72.37,37,0.0
11404,43,44.88,28,0.0
11404,51,41.53,35,0.1
11404,10,24.02,40,0.1
11404,40,43.83,19,0.05
11404,45,90.19,30,0.1
11405,40,43.83,22,0.05
11405,5,16.93,8,0.05
11406,47,32.85,33,0.1
11406,43,44.88,13,0.1
11406,66,117.42,23,0.1
11406,50,72.69,10,0.0
11406,58,31.83,11,0.0
11407,24,22.74,34,0.05
11408,19,75.57,18,0.25
11408,25,102.77,21,0.25
11408,60,71.49,12,0.1
11408,71,101.11,22,0.2
11409,29,93.83,12,0.1
11409,15,92.23,28,0.0
11409,62,72.54,23,0.15
11409,31,38.95,11,0.25
11409,65,67.59,2,0.25
11410,22,38.34,16,0.05
11410,64,47.33,18,0.05
11411,49,16.19,30,0.2
11411,41,106.55,8,0.2
11412,73,84.89,14,0.2
11413,35,47.29,35,0.0
11413,44,4.04,22,0.05
11413,8,94.05,10,0.2
11413,72,83.44,12,0.25
11414,2,88.95,37,0.05
11414,58,31.83,32,0.1
11414,52,104.83,15,0.15
11415,6,22.0,11,0.2
11415,7,6.08,18,0.25
11415,76,77.31,9,0.25
11416,22,38.34,23,0.05
11416,34,47.7,35,0.2
11416,18,48.96,23,0.2
11416,28,104.38,22,0.2
11416,38,106.26,6,0.0
11417,8,94.05,36,0.0
11417,20,117.05,12,0.1
11417,16,95.15,10,0.1
11417,15,92.23,4,0.2
11417,23,46.01,1,0.05
11418,25,102.77,20,0.25
11418,74,32.54,28,0.15
11418,14,105.59,1,0.15
11418,6,22.0,19,0.05
11418,60,71.49,36,0.25
11419,18,48.96,5,0.25
11419,38,106.26,26,0.0
11420,71,101.11,20,0.2
11420,61,107.37,23,0.05
11420,68,114.35,36,0.2
11420,16,95.15,8,0.25
11421,6,22.0,5,0.1
11421,72,83.44,31,0.05
11421,49,16.19,3,0.2
11421,9,39.18,7,0.25
11421,28,104.38,26,0.1
11422,30,33.41,7,0.05
11422,16,95.15,18,0.1
11422,63,85.64,14,0.05
11423,40,43.83,13,0.25
11423,16,95.15,36,0.15
11423,26,110.61,11,0.0
11423,7,6.08,5,0.1
11423,54,76.49,5,0.1
11424,73,84.89,28,0.0
11424,41,106.55,39,0.15
11424,7,6.08,4,0.0
11425,72,83.44,25,0.1
11425,61,107.37,37,0.1
11425,19,75.57,14,0.2
11425,25,102.77,2,0.0
11426,58,31.83,10,0.2
11426,38,106.26,7,0.05
11426,27,15.49,3,0.1
11427,54,76.49,10,0.1
11427,74,32.54,40,0.2
11427,39,107.46,16,0.0
11427,31,38.95,12,0.25
11427,47,32.85,27,0.2
11428,35,47.29,16,0.05
11428,41,106.55,38,0.15
11428,23,46.01,16,0.2
11428,38,106.26,10,0.2
11428,25,102.77,30,0.1
11429,37,79.75,25,0.1
11429,42,49.93,17,0.25
11429,55,6.73,1,0.05
11429,1,52.08,39,0.05
11430,67,106.26,30,0.1
11430,42,49.93,33,0.15
11430,65,67.59,6,0.05
11430,60,71.49,17,0.2
11431,27,15.49,31,0.0
11431,10,24.02,38,0.0
11431,61,107.37,11,0.2
11431,22,38.34,34,0.05
11432,45,90.19,31,0.0
11433,64,47.33,23,0.1
11434,23,46.01,17,0.1
11434,67,106.26,17,0.1
11434,34,47.7,16,0.0
11434,24,22.74,11,0.15
11435,4,92.55,19,0.2
11436,52,104.83,38,0.05
11437,9,39.18,37,0.25
11437,16,95.15,29,0.05
11437,31,38.95,16,0.0
11438,34,47.7,9,0.05
11439,59,14.59,7,0.15
11439,48,28.3,8,0.15
11439,64,47.33,6,0.15
11439,77,72.37,31,0.1
11440,66,117.42,6,0.0
11440,17,102.38,35,0.05
11441,3,105.47,3,0.2
11442,4,92.55,33,0.15
11443,47,32.85,37,0.1
11443,21,79.15,39,0.1
11443,37,79.75,2,0.0
11443,18,48.96,12,0.25
11444,32,31.76,31,0.2
11444,19,75.57,18,0.2
11445,23,46.01,29,0.05
11445,47,32.85,38,0.05
11445,70,50.15,8,0.15
11446,31,38.95,21,0.25
11446,2,88.95,24,0.25
11446,7,6.08,5,0.1
11446,48,28.3,13,0.1
11447,17,102.38,11,0.05
11447,40,43.83,30,0.15
11447,43,44.88,35,0.05
11447,7,6.08,37,0.15
11447,75,9.19,13,0.15
11448,51,41.53,17,0.05
11448,3,105.47,16,0.25
11448,70,50.15,22,0.15
11448,38,106.26,8,0.05
11448,30,33.41,5,0.25
11449,8,94.05,18,0.25
11450,66,117.42,14,0.25
11450,45,90.19,33,0.15
11450,52,104.83,34,0.2
11450,6,22.0,29,0.1
11451,37,79.75,25,0.2
11451,62,72.54,3,0.1
11451,6,22.0,11,0.2
11451,24,22.74,19,0.25
11451,52,104.83,21,0.2
11452,40,43.83,20,0.0
11452,77,72.37,26,0.25
11453,15,92.23,40,0.2
11453,75,9.19,32,0.05
11453,52,104.83,9,0.15
11453,24,22.74,20,0.25
11453,50,72.69,16,0.25
11454,69,78.48,33,0.2
11454,13,52.5,21,0.0
11454,5,16.93,8,0.15
11454,10,24.02,10,0.1
11455,47,32.85,8,0.1
11455,1,52.08,25,0.15
11456,26,110.61,28,0.25
11456,71,101.11,13,0.2
11457,11,52.47,7,0.1
11457,23,46.01,4,0.1
11457,16,95.15,13,0.15
11457,48,28.3,28,0.0
11457,73,84.89,38,0.2
11458,56,112.08,19,0.05
11458,24,22.74,18,0.05
11458,2,88.95,24,0.0
11459,34,47.7,31,0.05
11459,29,93.83,17,0.2
11459,77,72.37,17,0.2
11459,70,50.15,6,0.0
11459,56,112.08,23,0.15
11460,10,24.02,33,0.25
11460,25,102.77,23,0.1
11460,35,47.29,25,0.25
11460,70,50.15,36,0.25
11460,23,46.01,1,0.2
11461,11,52.47,39,0.05
11461,70,50.15,30,0.1
11461,18,48.96,29,0.2
11461,77,72.37,7,0.1
11461,66,117.42,24,0.15
11462,13,52.5,36,0.2
11463,21,79.15,16,0.15
11463,75,9.19,39,0.05
11463,66,117.42,27,0.15
11463,71,101.11,6,0.15
11464,50,72.69,20,0.2
11465,6,22.0,11,0.0
11465,4,92.55,1,0.05
11465,43,44.88,28,0.0
11465,17,102.38,38,0.2
11466,5,16.93,20,0.25
11466,7,6.08,20,0.1
11466,75,9.19,15,0.15
11467,26,110.61,31,0.1
11467,66,117.42,17,0.15
11467,60,71.49,9,0.0
11467,53,91.15,7,0.1
11468,75,9.19,35,0.0
11469,36,105.7,33,0.25
11469,40,43.83,37,0.25
11469,14,105.59,40,0.0
11469,2,88.95,38,0.0
11469,53,91.15,38,0.05
11470,47,32.85,25,0.15
11470,4,92.55,6,0.1
11470,45,90.19,37,0.0
11471,29,93.83,7,0.2
11471,1,52.08,18,0.15
11471,8,94.05,7,0.15
11471,43,44.88,23,0.25
11472,44,4.04,8,0.0
11473,5,16.93,2,0.15
11473,40,43.83,36,0.05
11473,77,72.37,30,0.05
11474,36,105.7,13,0.0
11474,28,104.38,38,0.1
11474,76,77.31,1,0.1
11474,23,46.01,8,0.2
11474,54,76.49,26,0.0
11475,50,72.69,31,0.1
11475,66,117.42,22,0.0
11475,3,105.47,5,0.05
11475,36,105.7,36,0.25
11476,57,54.9,25,0.15
11477,56,112.08,3,0.25
11477,8,94.05,33,0.15
11477,32,31.76,32,0.25
11477,33,6.44,15,0.1
11478,17,102.38,40,0.1
11478,19,75.57,38,0.1
11479,45,90.19,38,0.0
11479,22,38.34,17,0.0
11480,21,79.15,9,0.25
11480,6,22.0,30,0.0
11480,34,47.7,37,0.15
11480,14,105.59,15,0.15
11481,42,49.93,14,0.0
11481,67,106.26,28,0.1
11482,59,14.59,11,0.1
11482,38,106.26,31,0.1
11482,29,93.83,9,0.1
11482,48,28.3,37,0.2
11482,52,104.83,8,0.15
11483,62,72.54,6,0.05
11483,72,83.44,29,0.2
11483,64,47.33,30,0.2
11483,63,85.64,14,0.05
11484,19,75.57,29,0.1
11484,66,117.42,35,0.05
11484,73,84.89,35,0.15
11484,27,15.49,22,0.2
11485,64,47.33,13,0.05
11485,54,76.49,5,0.1
11485,69,78.48,5,0.15
11486,48,28.3,1,0.05
11486,19,75.57,14,0.05
11486,29,93.83,32,0.1
11486,30,33.41,13,0.1
11487,45,90.19,36,0.1
11487,37,79.75,16,0.25
11487,44,4.04,31,0.0
11487,20,117.05,40,0.2
11488,20,117.05,32,0.15
11489,16,95.15,1,0.15
11489,5,16.93,23,0.15
11489,9,39.18,29,0.25
11489,45,90.19,33,0.15
11489,30,33.41,9,0.25
11490,63,85.64,4,0.0
11490,27,15.49,4,0.05
11490,32,31.76,13,0.0
11491,23,46.01,32,0.0
11491,31,38.95,28,0.1
11491,58,31.83,18,0.25
11491,55,6.73,16,0.0
11492,44,4.04,28,0.1
11492,72,83.44,21,0.2
11493,70,50.15,11,0.1
11493,13,52.5,15,0.0
11494,3,105.47,23,0.05
11494,54,76.49,2,0.05
11495,22,38.34,40,0.0
11495,57,54.9,11,0.05
11495,38,106.26,33,0.1
11495,45,90.19,35,0.1
11495,36,105.7,16,0.1
11496,68,114.35,24,0.2
11496,25,102.77,17,0.05
11497,14,105.59,23,0.25
11498,70,50.15,10,0.05
11498,57,54.9,34,0.15
11498,53,91.15,24,0.1
11499,19,75.57,2,0.15
11500,7,6.08,8,0.0
11500,31,38.95,31,0.15
11500,75,9.19,9,0.2
11500,29,93.83,10,0.1
11500,14,105.59,2,0.0
11501,14,105.59,17,0.05
11502,51,41.53,4,0.0
11502,67,106.26,31,0.1
11503,67,106.26,21,0.0
11503,54,76.49,26,0.15
11503,12,89.54,32,0.0
11503,77,72.37,21,0.25
11503,37,79.75,19,0.0
11504,73,84.89,28,0.15
11504,21,79.15,15,0.15
11505,2,88.95,25,0.2
11506,54,76.49,21,0.1
11506,9,39.18,15,0.25
11506,15,92.23,37,0.2
11506,36,105.7,19,0.05
11506,3,105.47,39,0.05
11507,56,112.08,1,0.05
11508,67,106.26,5,0.15
11508,23,46.01,4,0.15
11508,58,31.83,25,0.0
11508,47,32.85,6,0.0
11508,44,4.04,3,0.05
11509,65,67.59,3,0.2
11509,19,75.57,21,0.2
11510,74,32.54,39,0.05
11510,19,75.57,1,0.2
11511,33,6.44,8,0.0
11511,14,105.59,8,0.1
11511,60,71.49,32,0.0
11512,75,9.19,11,0.05
11512,18,48.96,21,0.05
11513,58,31.83,9,0.1
11513,64,47.33,27,0.25
11513,53,91.15,39,0.05
11513,10,24.02,25,0.25
11513,70,50.15,34,0.1
11514,50,72.69,3,0.2
11515,75,9.19,7,0.15
11515,40,43.83,36,0.15
11515,5,16.93,16,0.25
11516,72,83.44,36,0.0
11516,67,106.26,4,0.0
11516,11,52.47,28,0.1
11516,3,105.47,40,0.15
11517,47,32.85,3,0.2
11517,61,107.37,40,0.0
11517,24,22.74,18,0.25
11517,13,52.5,34,0.05
11517,65,67.59,2,0.25
11518,62,72.54,38,0.1
11518,11,52.47,5,0.05
11519,67,106.26,33,0.0
11519,13,52.5,18,0.15
11520,45,90.19,40,0.05
11520,27,15.49,25,0.1
11521,75,9.19,9,0.1
11521,35,47.29,12,0.05
11521,12,89.54,40,0.25
11522,32,31.76,23,0.0
11522,26,110.61,21,0.15
11522,33,6.44,1,0.2
11522,16,95.15,1,0.2
11522,30,33.41,37,0.25
11523,25,102.77,36,0.15
11523,62,72.54,3,0.15
11523,9,39.18,14,0.1
11523,19,75.57,27,0.1
11523,21,79.15,32,0.1
11524,39,107.46,13,0.25
11524,5,16.93,19,0.25
11525,17,102.38,34,0.05
11525,44,4.04,21,0.15
11526,59,14.59,8,0.0
11527,38,106.26,27,0.1
11527,45,90.19,32,0.05
11528,58,31.83,17,0.05
11529,25,102.77,22,0.1
11529,17,102.38,18,0.15
11529,77,72.37,9,0.2
11530,42,49.93,11,0.25
11531,6,22.0,12,0.05
11531,77,72.37,35,0.25
11532,68,114.35,27,0.1
11532,46,115.82,23,0.05
11532,45,90.19,35,0.05
11533,67,106.26,18,0.25
11533,26,110.61,9,0.0
11533,72,83.44,17,0.15
11534,23,46.01,21,0.0
11534,53,91.15,38,0.25
11534,15,92.23,39,0.0
11535,71,101.11,35,0.15
11535,67,106.26,31,0.1
11535,61,107.37,35,0.1
11536,68,114.35,21,0.0
11536,40,43.83,19,0.25
11536,55,6.73,9,0.05
11536,74,32.54,26,0.2
11536,50,72.69,25,0.05
11537,7,6.08,10,0.1
11537,34,47.7,16,0.05
11537,33,6.44,15,0.05
11538,33,6.44,27,0.1
11538,25,102.77,28,0.15
11538,7,6.08,1,0.15
11538,62,72.54,17,0.25
11538,50,72.69,29,0.05
11539,42,49.93,35,0.15
11540,2,88.95,31,0.0
11540,21,79.15,30,0.15
11541,34,47.7,4,0.1
11541,64,47.33,32,0.15
11542,8,94.05,18,0.15
11543,63,85.64,36,0.15
11543,73,84.89,19,0.15
11543,70,50.15,27,0.1
11543,41,106.55,26,0.1
11543,60,71.49,10,0.2
11544,13,52.5,37,0.1
11544,76,77.31,35,0.0
11544,3,105.47,38,0.0
11545,34,47.7,35,0.05
11545,54,76.49,36,0.15
11545,5,16.93,1,0.15
11545,3,105.47,40,0.2
11545,36,105.7,16,0.05
11546,18,48.96,9,0.0
11547,13,52.5,15,0.05
11548,59,14.59,14,0.05
11548,57,54.9,7,0.25
11548,48,28.3,40,0.15
11548,38,106.26,7,0.1
11549,39,107.46,14,0.2
11549,56,112.08,6,0.2
11550,54,76.49,10,0.0
11550,1,52.08,29,0.2
11550,41,106.55,26,0.2
11550,58,31.83,36,0.15
11550,60,71.49,9,0.0
11551,58,31.83,1,0.05
11552,45,90.19,16,0.1
11553,69,78.48,15,0.1
11553,51,41.53,39,0.0
11553,58,31.83,35,0.05
11553,72,83.44,15,0.2
11554,46,115.82,39,0.15
11554,4,92.55,14,0.15
11554,49,16.19,35,0.25
11555,46,115.82,15,0.25
11555,19,75.57,35,0.1
11556,59,14.59,31,0.1
11556,17,102.38,39,0.0
11556,13,52.5,17,0.05
11556,3,105.47,7,0.2
11557,31,38.95,16,0.15
11557,71,101.11,23,0.2
11557,51,41.53,30,0.1
11558,76,77.31,27,0.05
11559,30,33.41,31,0.05
11559,72,83.44,27,0.25
11559,65,67.59,31,0.25
11559,57,54.9,7,0.15
11560,4,92.55,38,0.15
11560,47,32.85,9,0.25
11560,67,106.26,12,0.05
11561,21,79.15,7,0.0
11561,68,114.35,26,0.05
11562,32,31.76,39,0.2
11563,14,105.59,23,0.05
11563,39,107.46,18,0.0
11563,16,95.15,25,0.2
11563,50,72.69,16,0.0
11564,4,92.55,5,0.25
11564,9,39.18,19,0.05
11564,48,28.3,36,0.15
11564,50,72.69,32,0.2
11564,58,31.83,39,0.15
11565,52,104.83,20,0.15
11565,50,72.69,13,0.25
11566,70,50.15,4,0.2
11567,49,16.19,20,0.0
11567,53,91.15,17,0.25
11567,29,93.83,25,0.15
11567,63,85.64,6,0.15
11568,68,114.35,13,0.1
11568,52,104.83,36,0.1
11568,29,93.83,28,0.0
11568,56,112.08,39,0.25
11569,49,16.19,32,0.1
11569,3,105.47,7,0.15
11569,7,6.08,5,0.05
11570,61,107.37,3,0.2
11571,42,49.93,26,0.15
11571,53,91.15,2,0.15
11572,9,39.18,29,0.0
11572,40,43.83,17,0.2
11572,44,4.04,30,0.05
11572,77,72.37,5,0.25
11573,22,38.34,4,0.0
11574,27,15.49,28,0.25
11574,29,93.83,14,0.15
11574,16,95.15,3,0.1
11574,54,76.49,40,0.2
11575,2,88.95,23,0.05
11575,57,54.9,16,0.0
11575,19,75.57,21,0.2
11575,14,105.59,17,0.25
11575,18,48.96,5,0.25
11576,66,117.42,36,0.1
11576,42,49.93,13,0.1
11576,5,16.93,26,0.1
11576,21,79.15,5,0.15
11577,52,104.83,27,0.25
11578,27,15.49,19,0.2
11578,20,117.05,34,0.2
11578,5,16.93,23,0.25
11579,54,76.49,24,0.0
11580,5,16.93,13,0.15
11580,77,72.37,36,0.0
11580,35,47.29,26,0.05
11580,53,91.15,23,0.05
11581,40,43.83,4,0.2
11581,9,39.18,14,0.1
11581,25,102.77,33,0.25
11581,28,104.38,17,0.15
11581,36,105.7,9,0.05
11582,35,47.29,22,0.05
11583,12,89.54,29,0.05
11583,14,105.59,39,0.1
11583,31,38.95,16,0.25
11583,60,71.49,23,0.1
11584,7,6.08,27,0.2
11584,46,115.82,26,0.15
11584,28,104.38,4,0.15
11584,60,71.49,25,0.05
11585,37,79.75,4,0.05
11586,52,104.83,5,0.1
11586,67,106.26,2,0.25
11586,17,102.38,16,0.15
11586,51,41.53,15,0.05
11587,22,38.34,39,0.2
11587,72,83.44,6,0.25
11587,14,105.59,36,0.0
11587,28,104.38,25,0.0
11588,20,117.05,14,0.15
11588,31,38.95,30,0.25
11588,76,77.31,14,0.15
11589,25,102.77,11,0.05
11589,22,38.34,35,0.0
11589,68,114.35,30,0.15
11589,16,95.15,1,0.05
11590,41,106.55,16,0.25
11590,30,33.41,26,0.15
11590,56,112.08,22,0.15
11590,18,48.96,18,0.2
11590,44,4.04,12,0.15
11591,32,31.76,26,0.2
11591,77,72.37,17,0.25
11592,8,94.05,14,0.05
11592,44,4.04,17,0.2
11593,69,78.48,35,0.15
11593,1,52.08,4,0.0
11593,33,6.44,30,0.0
11593,70,50.15,30,0.15
11594,12,89.54,34,0.15
11595,66,117.42,29,0.15
11595,14,105.59,4,0.2
11595,8,94.05,5,0.15
11595,46,115.82,38,0.25
11596,19,75.57,17,0.2
11596,25,102.77,9,0.15
11596,49,16.19,4,0.05
11596,18,48.96,39,0.05
11596,71,101.11,23,0.05
11597,32,31.76,5,0.25
11597,73,84.89,7,0.05
11598,1,52.08,9,0.0
11598,41,106.55,26,0.2
11598,35,47.29,28,0.1
11598,27,15.49,20,0.15
11599,14,105.59,15,0.25
11599,73,84.89,5,0.1
11600,35,47.29,7,0.25
11600,22,38.34,18,0.2
11600,69,78.48,6,0.0
11601,57,54.9,20,0.1
11601,25,102.77,23,0.25
11601,42,49.93,14,0.25
11601,28,104.38,39,0.2
11601,66,117.42,36,0.1
11602,69,78.48,36,0.2
11602,48,28.3,22,0.05
11602,47,32.85,36,0.15
11602,56,112.08,29,0.25
11603,7,6.08,39,0.2
11603,27,15.49,17,0.05
11603,53,91.15,19,0.0
11603,75,9.19,36,0.1
11603,57,54.9,37,0.1
11604,45,90.19,21,0.05
11605,27,15.49,40,0.05
11606,53,91.15,25,0.1
11607,44,4.04,5,0.25
11607,48,28.3,3,0.25
11608,26,110.61,34,0.15
11608,14,105.59,37,0.0
11608,19,75.57,1,0.1
11609,48,28.3,18,0.0
11609,3,105.47,13,0.15
11609,50,72.69,15,0.1
11610,33,6.44,5,0.25
11611,7,6.08,15,0.2
11611,73,84.89,31,0.0
11611,15,92.23,11,0.15
11611,66,117.42,35,0.0
11611,1,52.08,17,0.1
11612,30,33.41,1,0.05
11612,48,28.3,6,0.25
11613,26,110.61,37,0.0
11613,55,6.73,33,0.1
11613,73,84.89,27,0.2
11613,11,52.47,20,0.0
11613,70,50.15,5,0.0
11614,42,49.93,15,0.2
11614,10,24.02,30,0.15
11614,44,4.04,7,0.0
11615,33,6.44,22,0.0
11615,58,31.83,24,0.2
11616,32,31.76,1,0.1
11617,59,14.59,30,0.05
11617,71,101.11,40,0.1
11617,46,115.82,14,0.2
11617,37,79.75,39,0.2
11618,7,6.08,27,0.2
11618,26,110.61,1,0.05
11618,45,90.19,24,0.25
11618,21,79.15,16,0.05
11619,76,77.31,9,0.1
11619,14,105.59,35,0.1
11619,30,33.41,25,0.0
11619,58,31.83,12,0.25
11619,63,85.64,25,0.15
11620,15,92.23,26,0.25
11620,31,38.95,20,0.1
11620,70,50.15,2,0.05
11620,24,22.74,21,0.05
11621,34,47.7,27,0.15
11621,61,107.37,38,0.15
11622,3,105.47,34,0.15
11623,18,48.96,9,0.2
11623,62,72.54,22,0.2
11623,15,92.23,25,0.1
11623,48,28.3,19,0.0
11624,67,106.26,9,0.15
11624,68,114.35,40,0.0
11624,22,38.34,39,0.25
11625,22,38.34,17,0.0
11625,36,105.7,4,0.05
11625,17,102.38,26,0.0
11625,57,54.9,4,0.15
11626,7,6.08,25,0.2
11626,44,4.04,40,0.25
11627,40,43.83,18,0.05
11627,5,16.93,37,0.0
11627,28,104.38,19,0.05
11628,21,79.15,22,0.2
11629,8,94.05,35,0.15
11630,43,44.88,36,0.05
11630,67,106.26,17,0.15
11630,29,93.83,40,0.2
11630,18,48.96,29,0.0
11630,16,95.15,36,0.15
11631,6,22.0,22,0.05
11631,51,41.53,40,0.25
11631,55,6.73,29,0.1
11631,28,104.38,4,0.1
11632,76,77.31,6,0.2
11632,14,105.59,13,0.25
11633,26,110.61,19,0.1
11634,57,54.9,37,0.2
11634,31,38.95,7,0.15
11634,74,32.54,36,0.2
11635,71,101.11,24,0.0
11635,63,85.64,23,0.1
11635,49,16.19,3,0.25
11635,10,24.02,16,0.0
11635,75,9.19,19,0.2
11636,74,32.54,30,0.0
11637,1,52.08,30,0.15
11637,45,90.19,30,0.0
11637,52,104.83,8,0.15
11637,73,84.89,5,0.0
11637,64,47.33,20,0.15
11638,26,110.61,8,0.0
11638,9,39.18,36,0.25
11638,36,105.7,13,0.25
11638,68,114.35,7,0.15
