OrderID,CustomerID,EmployeeID,OrderDate,ShipVia,Freight
10827,KHKRV,6,1998-07-17,2,12.86
10828,ALFKI,2,1998-08-12,1,243.38
10829,POBYN,2,1998-08-21,3,179.14
10830,PLRKR,1,1998-08-09,1,212.62
10831,YLWKF,2,1998-08-10,1,228.77
10832,JVTVC,2,1998-08-08,3,242.01
10833,WSEBX,1,1998-08-25,3,170.67
10834,MXKGV,5,1998-08-18,3,37.75
10835,JLWBL,9,1998-08-14,3,186.6
10836,GNWWW,5,1998-09-12,3,124.08
10837,GNWWW,9,1998-09-23,1,75.17
10838,ALFKI,9,1998-09-03,2,166.83
10839,XKTZQ,6,1998-09-05,1,232.01
10840,LPREO,6,1998-09-18,3,18.36
10841,JLWBL,4,1998-09-05,2,70.92
10842,LPVQG,6,1998-09-04,1,136.66
10843,ORDDL,4,1998-09-22,1,198.07
10844,JEYCD,7,1998-09-01,1,34.32
10845,NGCTP,8,1998-09-12,2,201.3
10846,BNYBJ,9,1998-09-12,3,221.66
10847,RBMPA,7,1998-09-06,2,164.19
10848,VEYUQ,2,1998-09-15,3,185.62
10849,YVQCH,2,1998-09-01,2,74.62
10850,OUKVF,9,1998-09-02,2,36.66
10851,ALFKI,9,1998-10-04,1,57.64
10852,QDSIQ,5,1998-10-03,1,217.69
10853,MAPTB,4,1998-10-23,2,102.73
10854,SGTEY,4,1998-10-17,3,142.15
10855,AKZQT,4,1998-10-21,1,229.32
10856,BKURQ,6,1998-10-06,1,30.98
10857,RBMPA,9,1998-10-28,2,117.21
10858,GNWWW,8,1998-10-25,3,25.31
10859,HLHVL,3,1998-10-28,2,191.56
10860,MAPTB,1,1998-10-04,2,169.66
10861,DTZKB,4,1998-10-28,2,88.87
10862,DTZKB,7,1998-10-04,1,78.06
10863,SHRPR,1,1998-10-09,1,224.05
10864,JVTVC,4,1998-10-18,2,23.92
10865,VEYUQ,1,1998-10-11,2,55.82
10866,OUKVF,2,1998-10-19,2,238.49
10867,ALFKI,5,1998-11-14,3,9.81
10868,QEFYE,6,1998-11-15,1,28.47
10869,GEEGS,2,1998-11-11,1,71.12
10870,KVIFE,2,1998-11-06,2,44.57
10871,OYUGL,6,1998-11-10,2,243.69
10872,PSZOY,7,1998-11-02,2,194.88
10873,DFGYY,1,1998-11-25,1,55.83
10874,ZPMLW,3,1998-11-13,1,26.12
10875,AMPEQ,6,1998-11-16,2,14.93
10876,KIWFL,6,1998-11-09,2,179.17
10877,YWUSA,8,1998-11-05,3,22.8
10878,WVGUX,4,1998-11-08,1,218.42
10879,YLWKF,7,1998-12-14,3,218.34
10880,UQVLY,5,1998-12-26,3,214.98
10881,KHKRV,1,1998-12-01,2,234.98
10882,SPPRI,4,1998-12-21,1,111.48
10883,VTJBP,1,1998-12-23,3,132.1
10884,FGLEI,6,1998-12-04,1,77.56
10885,RBMPA,6,1998-12-01,3,115.9
10886,LPREO,3,1998-12-28,2,249.65
10887,SDLSY,2,1998-12-06,1,126.54
10888,PUQHW,2,1998-12-21,3,13.48
10889,SPPRI,5,1998-12-09,3,222.21
10890,SGTEY,4,1998-12-01,3,204.46
10891,PSZOY,4,1998-12-15,2,38.61
10892,RNTHV,7,1998-12-02,1,41.72
10893,ALFKI,2,1999-01-23,1,172.44
10894,GEEGS,6,1999-01-23,2,119.9
10895,PSNQQ,8,1999-01-10,1,210.22
10896,YUXHC,3,1999-01-06,2,5.29
10897,UAXMI,7,1999-01-19,3,219.74
10898,IEOWD,4,1999-01-28,2,241.95
10899,EDMNO,6,1999-01-07,1,212.89
10900,HOAFN,9,1999-01-12,1,10.47
10901,THSQN,4,1999-01-26,1,56.8
10902,PLRKR,2,1999-01-19,3,140.48
10903,WVGUX,5,1999-01-11,1,167.87
10904,KEHQT,1,1999-01-17,2,37.54
10905,OUKVF,3,1999-01-04,1,245.91
10906,FGLEI,1,1999-01-01,3,249.3
10907,SDLSY,3,1999-01-26,1,44.89
10908,ALFKI,3,1999-02-11,1,136.06
10909,XLAVG,3,1999-02-23,1,23.15
10910,THSQN,3,1999-02-11,2,23.62
10911,NGCTP,7,1999-02-13,1,73.84
10912,EDMNO,5,1999-02-25,3,41.59
10913,ALZAL,9,1999-02-25,2,155.51
10914,GEEGS,9,1999-02-04,2,238.08
10915,POBYN,6,1999-02-12,2,44.33
10916,PUQHW,6,1999-02-16,3,124.53
10917,TRYSX,9,1999-02-09,1,81.71
10918,TCJVQ,2,1999-02-01,1,230.6
10919,HOAFN,1,1999-03-04,2,38.76
10920,ALPBF,5,1999-03-11,3,38.15
10921,YJAXX,5,1999-03-02,1,43.4
10922,DTZKB,8,1999-03-12,1,69.27
10923,FMMRL,4,1999-03-21,1,153.7
10924,GBDKX,5,1999-03-20,3,107.88
10925,SDLSY,8,1999-03-23,1,38.63
10926,YWUSA,8,1999-03-04,1,158.71
10927,TCJVQ,6,1999-03-07,2,117.49
10928,QEFYE,9,1999-03-09,2,125.36
10929,AKZQT,6,1999-03-04,3,11.4
10930,NGCTP,9,1999-03-23,2,160.12
10931,KVIFE,4,1999-03-04,2,238.29
10932,CVUQF,2,1999-03-05,2,72.12
10933,JVTVC,1,1999-03-10,1,62.54
10934,ALFKI,4,1999-04-03,1,54.21
10935,KEHQT,9,1999-04-02,3,191.57
10936,EDMNO,8,1999-04-28,1,28.19
10937,QDSIQ,7,1999-04-13,1,213.59
10938,YJAXX,1,1999-04-05,3,246.64
10939,AKZQT,5,1999-04-04,1,115.13
10940,TWGGZ,9,1999-04-04,1,55.11
10941,BNYBJ,4,1999-04-08,3,243.84
10942,YWUSA,6,1999-04-26,3,152.41
10943,WSEBX,4,1999-04-19,1,109.95
10944,SVGTT,3,1999-04-06,1,157.43
10945,WPBNO,9,1999-04-16,2,204.82
10946,TWGGZ,1,1999-04-12,3,233.71
10947,ALFKI,9,1999-05-06,1,235.2
10948,PSZOY,9,1999-05-18,1,188.07
10949,MYVXC,1,1999-05-01,1,58.43
10950,SDLSY,4,1999-05-20,3,155.75
10951,FWOFX,7,1999-05-24,3,175.71
10952,POBYN,4,1999-05-11,1,183.2
10953,CKKWE,7,1999-05-18,1,10.62
10954,JVTVC,2,1999-05-15,1,101.05
10955,ORDDL,1,1999-05-03,3,114.31
10956,PUQHW,3,1999-06-07,1,87.16
10957,KVMJK,1,1999-06-19,3,229.63
10958,KBWLG,1,1999-06-11,3,208.2
10959,ALZAL,9,1999-06-17,2,130.48
10960,GEEGS,3,1999-06-08,1,108.85
10961,JLWBL,5,1999-06-10,1,165.93
10962,QEFYE,3,1999-06-05,1,148.2
10963,BNYBJ,4,1999-06-23,2,149.64
10964,SKSEF,1,1999-06-28,3,37.01
10965,WVGUX,2,1999-06-13,2,117.1
10966,KVMJK,5,1999-06-07,1,151.98
10967,ALFKI,6,1999-07-16,2,30.18
10968,SMLJL,2,1999-07-19,3,197.12
10969,CFXGH,5,1999-07-26,3,131.37
10970,HLHVL,1,1999-07-28,3,182.97
10971,LBUUY,2,1999-07-08,2,34.22
10972,KVIFE,7,1999-07-08,1,36.5
10973,BOGAS,1,1999-07-23,1,80.34
10974,JVTVC,7,1999-07-03,1,98.44
10975,YWUSA,4,1999-07-14,3,126.43
10976,PSZOY,8,1999-07-01,2,220.13
10977,VYHBU,4,1999-07-28,3,46.18
10978,IWQPR,8,1999-07-21,2,112.46
10979,XVNBZ,4,1999-07-10,2,113.13
10980,ALZAL,4,1999-07-19,1,102.63
10981,HOAFN,6,1999-07-18,2,33.82
10982,ALFKI,9,1999-08-19,2,31.71
10983,JCWVH,1,1999-08-27,2,5.54
10984,OYUGL,3,1999-08-20,2,48.27
10985,NGCTP,5,1999-08-07,2,87.23
10986,MAPTB,4,1999-08-15,1,89.34
10987,WSEBX,2,1999-08-08,3,78.42
10988,QDSIQ,8,1999-08-21,2,160.44
10989,VLLAI,1,1999-08-09,1,237.01
10990,CFBZD,3,1999-08-26,3,102.82
10991,SGTEY,5,1999-08-14,1,37.42
10992,PUQHW,3,1999-08-23,3,149.76
10993,XTUBQ,8,1999-08-06,2,184.41
10994,WBBZO,1,1999-08-20,3,124.12
10995,DTZKB,7,1999-08-03,2,58.25
10996,JVTVC,6,1999-08-17,3,217.9
10997,QDSIQ,8,1999-08-25,2,175.08
10998,FLETF,7,1999-09-01,2,80.48
10999,BKURQ,5,1999-09-05,2,25.54
11000,YWUSA,6,1999-09-10,1,51.97
11001,JEYCD,8,1999-09-19,1,22.8
11002,KEHQT,9,1999-09-17,2,31.28
11003,KBWLG,8,1999-09-25,3,63.17
11004,WVGUX,3,1999-09-10,1,202.45
11005,RLXGK,1,1999-09-04,3,146.3
11006,FGLEI,8,1999-09-18,2,119.03
11007,SHRPR,7,1999-09-05,3,154.92
11008,XTUBQ,8,1999-09-11,3,240.35
11009,FLETF,5,1999-09-11,3,239.24
11010,MNXAG,4,1999-09-01,3,15.79
11011,ALFKI,1,1999-10-22,1,121.6
11012,ALPBF,6,1999-10-18,1,164.9
11013,PSNQQ,9,1999-10-01,3,140.89
11014,GEEGS,4,1999-10-09,3,11.54
11015,RTJFF,6,1999-10-04,3,182.79
11016,VEYUQ,8,1999-10-07,3,34.73
11017,TINQA,5,1999-10-14,1,229.62
11018,DTZKB,6,1999-10-18,3,208.37
11019,RNTHV,1,1999-10-08,1,213.71
11020,VXJHA,6,1999-10-08,1,78.13
11021,KBWLG,9,1999-10-13,2,194.02
11022,EIMER,2,1999-10-07,2,235.08
11023,TINQA,2,1999-10-20,2,163.53
11024,AROUT,6,1999-10-02,1,30.79
11025,TRYSX,7,1999-10-17,1,177.77
11026,EDMNO,1,1999-10-25,1,89.55
11027,ALFKI,2,1999-11-11,3,122.5
11028,EDMNO,6,1999-11-15,3,188.25
11029,SMORH,4,1999-11-07,2,238.04
11030,YJAXX,4,1999-11-25,3,129.33
11031,ALFKI,2,1999-11-03,2,94.62
11032,MNXAG,4,1999-11-24,1,131.37
11033,OUKVF,1,1999-11-16,3,114.63
11034,SDLSY,6,1999-11-13,2,115.37
11035,PFEIS,7,1999-12-20,2,76.97
11036,VBYNW,7,1999-12-11,1,142.35
11037,BNFBU,4,1999-12-08,2,141.59
11038,CFBZD,4,1999-12-12,3,15.37
11039,EUSVY,8,1999-12-10,2,174.48
11040,JCWVH,8,1999-12-04,1,218.32
11041,QEFYE,3,1999-12-13,2,81.27
11042,HOAFN,7,1999-12-14,3,194.01
11043,RLXGK,8,1999-12-08,2,118.43
11044,JEYCD,1,1999-12-28,3,145.29
11045,ALFKI,5,2000-01-23,3,155.62
11046,PUQHW,8,2000-01-26,1,168.59
11047,OMRHM,7,2000-01-24,1,152.62
11048,PNUAE,6,2000-01-15,3,234.8
11049,LPREO,6,2000-01-08,2,79.51
11050,SMORH,7,2000-01-01,3,98.93
11051,XTUBQ,3,2000-01-16,1,81.87
11052,FFFYR,9,2000-01-09,1,201.04
11053,JEYCD,9,2000-01-17,3,174.66
11054,VXJHA,8,2000-01-27,3,70.89
11055,RTJFF,5,2000-01-13,3,128.78
11056,ALFKI,6,2000-02-04,3,130.43
11057,UQVLY,5,2000-02-17,1,130.75
11058,SHRPR,5,2000-02-14,1,53.31
11059,HIVZZ,4,2000-02-10,3,195.0
11060,RBMPA,7,2000-02-05,3,187.41
11061,LPREO,6,2000-02-10,2,20.43
11062,FGLEI,2,2000-02-17,3,245.19
11063,FFFYR,5,2000-02-22,2,100.65
11064,PFEIS,7,2000-02-28,3,27.03
11065,PCKSN,4,2000-02-14,2,16.4
11066,CKKWE,5,2000-02-02,1,103.98
11067,JLWBL,3,2000-03-24,2,53.7
11068,VBYNW,7,2000-03-21,2,91.62
11069,HIVZZ,3,2000-03-09,2,70.33
11070,TRYSX,3,2000-03-25,2,194.24
11071,EIMER,6,2000-03-03,2,92.66
11072,JCWVH,9,2000-03-20,2,88.73
11073,XLAVG,6,2000-03-03,2,125.35
11074,TWGGZ,1,2000-03-21,3,56.4
11075,VLLAI,4,2000-03-08,1,133.19
11076,CKKWE,3,2000-03-02,1,46.43
11077,ALFKI,3,2000-04-19,2,104.82
11078,PNUAE,8,2000-04-07,1,232.49
11079,WVGUX,5,2000-04-17,2,204.93
11080,KFOGD,6,2000-04-23,2,195.02
11081,YJAXX,4,2000-04-03,1,237.83
11082,JLWBL,4,2000-04-19,1,216.84
11083,KVIFE,3,2000-04-28,3,184.94
11084,CVUQF,3,2000-04-09,2,82.45
11085,CFXGH,3,2000-04-27,2,32.42
11086,TWGGZ,3,2000-04-24,3,110.51
11087,HLHVL,8,2000-04-12,3,228.18
11088,JEYCD,3,2000-04-06,1,162.65
11089,TINQA,8,2000-04-16,1,131.43
11090,XTUBQ,7,2000-04-21,1,240.73
11091,ALFKI,7,2000-05-20,2,207.95
11092,ALPBF,1,2000-05-14,1,136.15
11093,LPREO,3,2000-05-21,1,88.38
11094,GEEGS,1,2000-05-11,1,168.15
11095,QEFYE,2,2000-05-01,2,220.63
11096,HIVZZ,5,2000-05-20,1,174.11
11097,SMORH,1,2000-05-02,3,113.66
11098,LPVQG,7,2000-05-21,3,70.45
11099,OBZUY,7,2000-05-22,3,150.84
11100,ZOXOL,5,2000-06-13,1,150.58
11101,TINQA,4,2000-06-12,3,69.61
11102,YWUSA,5,2000-06-08,3,95.3
11103,TWGGZ,5,2000-06-24,3,222.09
11104,CFBZD,1,2000-06-13,2,17.22
11105,KEHQT,7,2000-06-08,1,228.32
11106,CVUQF,7,2000-06-04,3,235.92
11107,PZDII,4,2000-06-10,3,57.53
11108,OYUGL,2,2000-06-14,2,152.24
11109,SMLJL,2,2000-06-07,1,148.83
11110,GHUHP,2,2000-06-21,2,113.68
11111,RTJFF,2,2000-06-27,3,70.44
11112,CFXGH,6,2000-06-11,1,57.7
11113,ALFKI,6,2000-07-27,1,182.41
11114,QEFYE,8,2000-07-11,2,189.95
11115,KIWFL,3,2000-07-17,1,34.41
11116,LPVQG,2,2000-07-24,3,99.33
11117,UCGRS,6,2000-07-23,1,137.09
11118,JEYCD,3,2000-07-10,1,138.02
11119,BNFBU,2,2000-07-25,1,42.17
11120,DTZKB,4,2000-07-12,1,22.94
11121,PUQHW,1,2000-07-22,1,65.72
11122,RLXGK,3,2000-07-23,1,245.32
11123,YLWKF,1,2000-07-11,3,43.68
11124,ALFKI,7,2000-08-03,1,16.28
11125,EDMNO,5,2000-08-19,3,20.51
11126,CFBZD,4,2000-08-20,2,59.22
11127,TRYSX,7,2000-08-21,2,27.98
11128,MYVXC,9,2000-08-25,2,163.99
11129,GHUHP,5,2000-08-21,3,104.91
11130,NGCTP,3,2000-08-04,2,236.73
11131,KIWFL,1,2000-08-23,2,52.15
11132,POBYN,4,2000-08-22,3,155.58
11133,ORDDL,9,2000-08-19,1,200.14
11134,AMPEQ,8,2000-08-15,1,79.08
11135,GBDKX,8,2000-09-19,2,70.26
11136,RNTHV,2,2000-09-17,2,13.73
11137,POBYN,6,2000-09-15,3,249.01
11138,BNFBU,8,2000-09-02,1,10.34
11139,JLWBL,2,2000-09-27,1,150.12
11140,WPBNO,5,2000-09-04,2,17.32
11141,AMPEQ,8,2000-09-09,1,22.31
11142,RTJFF,4,2000-09-26,1,40.5
11143,HOAFN,6,2000-09-17,3,8.29
11144,ALFKI,9,2000-10-02,1,174.55
11145,COJQZ,6,2000-10-22,1,233.38
11146,OELNJ,8,2000-10-16,3,63.45
11147,UAXMI,2,2000-10-19,3,129.47
11148,KZCRH,8,2000-10-09,1,154.83
11149,YLWKF,9,2000-10-20,1,238.56
11150,HIVZZ,8,2000-10-15,1,191.84
11151,PZDII,3,2000-10-02,1,248.26
11152,VXJHA,1,2000-10-17,1,97.93
11153,LBUUY,6,2000-10-01,3,153.54
11154,WPBNO,4,2000-10-14,1,143.45
11155,SGPZQ,1,2000-10-06,1,226.79
11156,JEYCD,1,2000-10-09,2,171.54
11157,BNFBU,6,2000-10-18,3,233.21
11158,WSEBX,8,2000-10-24,1,208.57
11159,MZTXS,1,2000-10-19,1,77.65
11160,ALFKI,4,2000-11-10,2,18.31
11161,KFOGD,3,2000-11-21,2,229.68
11162,XLAVG,7,2000-11-23,3,243.19
11163,BOGAS,1,2000-11-26,1,104.37
11164,KEHQT,8,2000-11-19,1,195.42
11165,EUSVY,5,2000-11-21,3,142.86
11166,POBYN,7,2000-11-18,3,172.45
11167,BKURQ,3,2000-11-27,3,241.47
11168,UDJOJ,4,2000-11-24,1,48.3
11169,UAXMI,3,2000-11-05,2,110.24
11170,FWOFX,1,2000-11-27,3,119.43
11171,XTUBQ,8,2000-11-17,3,206.51
11172,LPVQG,8,2000-11-03,1,179.98
11173,ALFKI,6,2000-11-11,3,101.41
11174,HLHVL,8,2000-12-24,1,5.83
11175,XLAVG,9,2000-12-05,1,70.12
11176,COJQZ,3,2000-12-21,2,225.64
11177,RLXGK,1,2000-12-02,1,114.48
11178,SPPRI,2,2000-12-24,2,100.0
11179,OYUGL,9,2000-12-09,1,204.67
11180,AMPEQ,9,2000-12-10,2,38.09
11181,SGTEY,7,2000-12-03,1,136.73
11182,ALFKI,5,2001-01-07,2,18.2
11183,UCGRS,6,2001-01-20,1,169.24
11184,PSNQQ,5,2001-01-20,1,132.17
11185,YJAXX,2,2001-01-21,2,23.45
11186,FFFYR,8,2001-01-27,1,60.72
11187,ETXRP,9,2001-01-05,2,173.3
11188,MNXAG,7,2001-01-19,1,246.0
11189,MXKGV,5,2001-01-01,3,210.18
11190,MYWSA,6,2001-01-16,2,113.02
11191,TRYSX,6,2001-01-09,3,137.59
11192,OUKVF,8,2001-01-13,3,149.83
11193,GEEGS,7,2001-01-18,1,54.01
11194,KZCRH,5,2001-01-14,2,242.29
11195,POBYN,6,2001-01-02,1,161.26
11196,FLETF,5,2001-01-14,2,237.82
11197,ALFKI,7,2001-02-07,3,127.0
11198,JLWBL,7,2001-02-12,1,63.47
11199,YJAXX,9,2001-02-26,1,39.08
11200,QDSIQ,8,2001-02-21,1,150.82
11201,RLXGK,8,2001-02-19,2,236.81
11202,HIVZZ,1,2001-02-20,1,175.83
11203,VXJHA,2,2001-02-16,2,182.73
11204,COJQZ,8,2001-02-13,3,50.96
11205,OUKVF,3,2001-02-01,2,201.96
11206,TWGGZ,9,2001-02-15,1,151.14
11207,KIWFL,5,2001-02-25,2,209.14
11208,YNUTD,6,2001-02-18,2,101.6
11209,KVMJK,9,2001-02-27,1,69.56
11210,HIEWN,5,2001-03-05,2,224.61
11211,GEEGS,7,2001-03-12,2,98.07
11212,SVGTT,5,2001-03-22,2,110.4
11213,CFXGH,6,2001-03-21,2,183.61
11214,PZDII,4,2001-03-16,3,105.62
11215,PCKSN,2,2001-03-21,2,216.46
11216,OMRHM,2,2001-03-20,2,107.24
11217,TCJVQ,6,2001-03-28,3,173.56
11218,YCHNL,8,2001-03-26,2,191.29
11219,TINQA,6,2001-03-11,1,167.22
11220,KIWFL,5,2001-03-02,2,74.69
11221,GHUHP,3,2001-03-15,1,38.41
11222,SPPRI,2,2001-03-24,3,75.33
11223,JEYCD,3,2001-03-25,1,245.16
11224,OELNJ,2,2001-03-04,2,75.05
11225,ALFKI,5,2001-04-06,1,145.76
11226,TCJVQ,1,2001-04-20,1,77.18
11227,PZDII,5,2001-04-05,3,141.55
11228,SMORH,8,2001-04-10,2,61.79
11229,JVTVC,5,2001-04-24,2,36.22
11230,YNUTD,1,2001-04-19,1,88.75
11231,SVGTT,6,2001-04-01,3,158.2
11232,KVIFE,1,2001-04-10,3,59.78
11233,YDKXG,3,2001-04-18,3,116.33
11234,KHKRV,4,2001-04-12,2,166.64
11235,ZOXOL,9,2001-04-28,2,91.59
11236,YVQCH,9,2001-04-05,1,94.48
11237,AEQYP,5,2001-04-20,2,201.85
11238,VLLAI,7,2001-04-21,1,126.23
11239,OELNJ,5,2001-04-02,3,34.08
11240,ALFKI,1,2001-05-15,2,76.02
11241,JLWBL,8,2001-05-21,3,148.42
11242,UDJOJ,9,2001-05-07,1,201.29
11243,INWFA,5,2001-05-03,1,58.39
11244,GHUHP,5,2001-05-14,1,155.65
11245,KBWLG,5,2001-05-06,2,89.23
11246,WMXST,9,2001-05-19,1,39.36
11247,YJAXX,6,2001-05-25,1,207.79
11248,KEHQT,1,2001-05-01,3,29.51
11249,YCHNL,2,2001-05-14,3,30.25
11250,YUXHC,1,2001-05-27,2,127.14
11251,PCKSN,5,2001-05-16,2,66.53
11252,UAXMI,7,2001-05-07,3,58.58
11253,OMRHM,9,2001-05-06,1,141.91
11254,OMRHM,6,2001-05-18,3,41.46
11255,YLWKF,3,2001-06-24,3,219.45
11256,FWOFX,3,2001-06-27,2,240.28
11257,HLHVL,6,2001-06-16,3,182.38
11258,LPREO,1,2001-06-19,3,130.31
11259,KVMJK,4,2001-06-05,1,126.49
11260,UDJOJ,2,2001-06-03,3,195.66
11261,SVGTT,4,2001-06-05,2,74.15
11262,ZOXOL,8,2001-06-03,2,63.9
11263,LPVQG,8,2001-06-11,3,90.68
11264,GIJPO,5,2001-06-22,1,30.41
11265,PWGYK,3,2001-06-07,3,135.97
11266,SMLJL,3,2001-06-07,3,28.46
11267,JEYCD,7,2001-06-01,3,27.03
11268,ALFKI,9,2001-07-10,2,244.76
11269,PUQHW,8,2001-07-10,2,227.26
11270,OUKVF,8,2001-07-15,3,78.52
11271,DTZKB,8,2001-07-25,1,123.22
11272,KVMJK,2,2001-07-28,3,64.58
11273,PSZOY,7,2001-07-12,3,182.09
11274,LPREO,4,2001-07-15,3,18.26
11275,HLHVL,2,2001-07-15,1,57.52
11276,KFOGD,7,2001-07-13,2,190.1
11277,IWQPR,3,2001-07-18,2,249.19
11278,ALFKI,2,2001-08-22,1,38.98
11279,KZCRH,4,2001-08-25,1,88.55
11280,MNXAG,9,2001-08-11,3,61.17
11281,HDHPW,2,2001-08-06,2,66.4
11282,DJSTV,7,2001-08-07,2,95.8
11283,KFOGD,9,2001-08-21,2,224.12
11284,CKKWE,5,2001-08-26,3,6.23
11285,YUXHC,2,2001-08-04,2,149.97
11286,WVGUX,1,2001-08-16,2,5.8
11287,PSNQQ,2,2001-08-24,2,66.89
11288,EMNVE,5,2001-08-13,3,28.43
11289,AEQYP,8,2001-08-17,2,131.95
11290,SGTEY,6,2001-08-25,3,224.74
11291,VTJBP,8,2001-09-02,2,191.83
11292,KZCRH,8,2001-09-03,3,18.51
11293,QEFYE,7,2001-09-21,2,134.71
11294,PCOZG,7,2001-09-09,3,175.03
11295,YLWKF,5,2001-09-06,2,77.59
11296,OYUGL,5,2001-09-23,1,211.71
11297,EIMER,9,2001-09-17,2,17.2
11298,LBUUY,3,2001-09-15,3,191.52
11299,ALFKI,9,2001-10-04,2,238.75
11300,PFEIS,3,2001-10-10,3,226.33
11301,WBBZO,8,2001-10-01,3,77.57
11302,KVMJK,4,2001-10-05,3,94.83
11303,PWGYK,7,2001-10-16,2,230.35
11304,SGTEY,1,2001-10-07,3,189.54
11305,WZZOG,4,2001-10-26,2,31.35
11306,MXKGV,3,2001-10-05,2,9.66
11307,OUKVF,3,2001-10-07,3,152.12
11308,ALFKI,1,2001-11-01,1,174.88
11309,AROUT,2,2001-11-20,3,183.18
11310,HOAFN,4,2001-11-04,1,144.34
11311,AEQYP,8,2001-11-24,1,34.73
11312,VTJBP,5,2001-11-11,2,47.76
11313,GBWAC,4,2001-11-08,1,190.7
11314,PCKSN,5,2001-11-21,2,129.57
11315,NDYSD,9,2001-11-06,2,21.22
11316,KEHQT,4,2001-11-05,2,47.48
11317,LBUUY,3,2001-11-27,2,93.25
11318,ZMZNK,7,2001-11-10,3,43.66
11319,COJQZ,6,2001-12-20,2,49.94
11320,NDYSD,2,2001-12-09,3,42.47
11321,JCWVH,2,2001-12-07,3,165.3
11322,DFGYY,1,2001-12-08,1,109.95
11323,GQSFS,7,2001-12-16,3,131.44
11324,WBBZO,3,2001-12-17,1,120.61
11325,KZCRH,4,2001-12-11,2,101.97
11326,BKURQ,8,2001-12-17,3,107.33
11327,ALFKI,5,2002-01-11,3,132.75
11328,AMPEQ,6,2002-01-13,3,41.27
11329,LPVQG,6,2002-01-01,1,122.52
11330,SVGTT,6,2002-01-27,2,236.46
11331,PCOZG,4,2002-01-18,3,68.41
11332,AROUT,7,2002-01-23,3,153.45
11333,WBBZO,4,2002-01-22,1,150.91
11334,EDMNO,4,2002-01-25,2,177.62
11335,JCWVH,4,2002-01-02,2,132.04
11336,MAPTB,6,2002-01-04,3,218.24
11337,OMRHM,8,2002-01-26,3,7.76
11338,YDKXG,6,2002-01-23,3,196.52
11339,KBWLG,3,2002-01-15,2,95.09
11340,VEYUQ,6,2002-01-07,2,77.92
11341,OELNJ,1,2002-01-05,2,216.97
11342,UDJOJ,8,2002-01-24,2,191.01
11343,ALFKI,5,2002-02-22,2,173.17
11344,GBWAC,6,2002-02-04,2,233.48
11345,MYVXC,5,2002-02-02,2,43.9
11346,ORDDL,3,2002-02-25,3,115.0
11347,TFXGR,1,2002-02-28,3,67.94
11348,YCHNL,9,2002-02-23,1,36.72
11349,PFEIS,3,2002-02-10,3,148.54
11350,YUXHC,3,2002-02-19,1,197.58
11351,GBDKX,3,2002-03-13,2,35.66
11352,VLLAI,6,2002-03-15,3,230.67
11353,TLYEZ,1,2002-03-22,2,228.15
11354,BNYBJ,5,2002-03-20,1,181.38
11355,MXKGV,4,2002-03-03,2,104.66
11356,GQSFS,7,2002-03-11,1,242.96
11357,AMPEQ,7,2002-03-09,1,207.8
11358,SPPRI,8,2002-03-25,2,107.47
11359,JVTVC,2,2002-03-12,3,106.58
11360,LPREO,3,2002-03-23,1,146.76
11361,TLYEZ,1,2002-03-06,2,205.62
11362,ALFKI,1,2002-04-11,2,188.01
11363,SVGTT,2,2002-04-22,3,175.14
11364,RLXGK,8,2002-04-06,3,154.39
11365,DJSTV,6,2002-04-19,3,126.22
11366,SPPNZ,3,2002-04-08,1,95.93
11367,JJYFM,9,2002-04-07,1,60.66
11368,UAXMI,9,2002-04-16,2,232.33
11369,XLAVG,8,2002-04-25,2,112.83
11370,KFOGD,1,2002-04-12,3,72.69
11371,ALZAL,5,2002-04-11,3,115.63
11372,PFEIS,6,2002-04-21,1,34.98
11373,UAXMI,4,2002-04-25,3,7.59
11374,GBWAC,5,2002-04-02,3,160.0
11375,DJSTV,9,2002-04-21,3,189.47
11376,ALFKI,5,2002-05-27,1,104.71
11377,SVGTT,7,2002-05-13,2,24.81
11378,DTZKB,9,2002-05-23,1,77.02
11379,ZTSVE,4,2002-05-13,3,149.08
11380,PSNQQ,7,2002-05-23,1,86.89
11381,PLRKR,6,2002-05-01,1,206.2
11382,NXNXC,6,2002-05-04,3,110.96
11383,KIODW,2,2002-05-02,2,83.8
11384,CVUQF,1,2002-05-07,3,170.84
11385,SHRPR,5,2002-05-18,3,192.75
11386,UCGRS,5,2002-05-13,1,52.39
11387,JLWBL,8,2002-05-14,3,154.5
11388,KIWFL,4,2002-05-01,2,210.06
11389,TLYEZ,9,2002-05-05,2,55.43
11390,DFGYY,8,2002-05-27,3,27.17
11391,EMNVE,3,2002-06-05,1,201.35
11392,MXKGV,7,2002-06-24,2,61.93
11393,NXNXC,2,2002-06-18,3,49.11
11394,TWGGZ,2,2002-06-08,1,119.76
11395,MNXAG,8,2002-06-12,3,123.05
11396,MXDEI,4,2002-06-21,2,12.03
11397,TWGGZ,2,2002-06-07,2,198.68
11398,MYWSA,6,2002-06-03,3,97.88
11399,ALFKI,5,2002-07-01,1,158.63
11400,EIMER,2,2002-07-16,2,231.45
11401,GNWWW,3,2002-07-04,2,137.24
11402,PCKSN,8,2002-07-22,1,126.85
11403,HLHVL,2,2002-07-05,2,52.3
11404,KVIFE,8,2002-07-02,2,80.7
11405,GIJPO,6,2002-07-24,3,75.3
11406,ZPMLW,1,2002-07-12,1,203.23
11407,GIJPO,8,2002-07-13,2,80.06
